Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in,Number of Presenters,Male Presenters,Female Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,Cash Burn,SKUs,Has Patents,Bootstrapped,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present
4,bambinos,26,555,06-Jan-25,18-Mar-25,10-Feb-25,From Eco-friendly Tech To Edible Delights,Aashish Solanki,Children/Education,English communication school for kids,https://bambinos.live/,,2,2.0,0.0,Middle,Bangalore,Karnataka,110.0,,,,,,,,100.0,1.0,10000.0,1,1,100.0,1.5,,,6666.666667,3,,33.333,0.5,,,,,33.333,0.5,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,
4,BetterNutrition,30,565,06-Jan-25,18-Mar-25,14-Feb-25,"Health, Lifestyle And Innovation",Sahiba Bali/Aashish Solanki,Food and Beverage,Biofortified Nutrition Aata,https://betternutritionforall.in/,2020.0,2,1.0,1.0,Middle,Lucknow,Uttar Pradesh,1000.0,,40.0,20.0,,,,funded,60.0,1.0,6000.0,1,1,60.0,1.0,,,6000.0,1,,60.0,1.0,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,1.0,,1.0,,,1.0
4,Vibrasense,30,567,06-Jan-25,18-Mar-25,14-Feb-25,"Health, Lifestyle And Innovation",Sahiba Bali/Aashish Solanki,Medical/Health,Life-saving innovations,https://www.vibrasense.in/,,1,1.0,0.0,Middle,Sonipat,Haryana,,,,,,,yes,funded,100.0,2.0,5000.0,1,1,100.0,4.76,,,2100.840336,2,,50.0,2.38,,,,,,,,,,,50.0,2.38,,,,,,,,,Kunal Bahl,1.0,1.0,1.0,,1.0,,,1.0
4,HealthFab,32,571,06-Jan-25,18-Mar-25,18-Feb-25,Smart Solutions And Style,Sahiba Bali/Aashish Solanki,Medical/Health,Leakproof period panties,https://www.healthfab.in/,2020.0,3,3.0,0.0,Middle,,Assam,834.0,,,,yes,,,funded,100.0,3.0,3333.333333,1,1,200.0,7.0,,,2857.142857,4,,,,,50.0,1.75,,50.0,1.75,,50.0,1.75,,50.0,1.75,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
4,Sudathi,32,573,06-Jan-25,18-Mar-25,18-Feb-25,Smart Solutions And Style,Sahiba Bali/Aashish Solanki,Beauty/Fashion,Elegant sarees kurtas,https://sudathi.com/,2023.0,3,3.0,0.0,Middle,Surat,Gujarat,,2.66,,,,,,yes,100.0,1.0,10000.0,1,1,100.0,4.0,,,2500.0,3,,,,,,,,33.333,1.333,,33.333,1.333,,33.333,1.333,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
4,Moderate,33,574,06-Jan-25,18-Mar-25,19-Feb-25,New-Age Entrepreneurs Pitch Their Ideas,Aashish Solanki,Medical/Health,Calorie-burning tablets,https://letsmoderate.com/,2024.0,3,2.0,1.0,Middle,Hyderabad,Telangana,,,,,,,,,50.0,1.25,4000.0,1,1,100.0,5.0,,,2000.0,2,,,,,,,,,,,50.0,2.5,,,,,,,,50.0,2.5,,Kunal Bahl,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,Palmonas,34,578,06-Jan-25,18-Mar-25,20-Feb-25,"Snack, Sparkle And Speed",Sahiba Bali/Aashish Solanki,Beauty/Fashion,Demi-fine jewellery,https://www.palmonas.com/,2022.0,2,1.0,1.0,Middle,Pune,Maharashtra,1350.0,,76.0,,,,,,126.0,1.0,12600.0,1,1,126.0,1.0,,,12600.0,2,,63.0,0.5,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,,1.0,,1.0,,1.0
4,Solnce,35,581,06-Jan-25,18-Mar-25,21-Feb-25,Green Business And Big Dreams,Aashish Solanki,Manufacturing,Solar equipment services,https://www.solnceenergy.com/,2021.0,2,2.0,0.0,Middle,Surat,Gujarat,2193.0,,13.0,,,,,,100.0,1.5,6666.666667,1,1,100.0,2.5,,,4000.0,1,,,,,,,,,,,100.0,2.5,,,,,,,,,,,,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,DorabiAndAmili,36,583,06-Jan-25,18-Mar-25,24-Feb-25,"Sustainability, Innovation And Artistry",Sahiba Bali/Aashish Solanki,Beauty/Fashion,Online sustainable clothing brand,https://shopdorabi.com/,2023.0,3,1.0,2.0,Middle,Gurugram,Haryana,345.0,,,,,,,yes,75.0,3.0,2500.0,1,1,100.0,4.0,,,2500.0,2,,,,,,,,50.0,2.0,,50.0,2.0,,,,,,,,,,,,Kunal Bahl,1.0,,1.0,1.0,,1.0,,1.0
4,ZebraLearn,36,584,06-Jan-25,18-Mar-25,24-Feb-25,"Sustainability, Innovation And Artistry",Sahiba Bali/Aashish Solanki,Children/Education,Modern book platform,https://zebralearn.com/,2021.0,2,1.0,1.0,Middle,Surat,Gujarat,1070.0,164.0,,,yes,,,funded,100.0,0.8,12500.0,1,1,100.0,1.6,,,6250.0,1,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,,1.0,1.0,,1.0,,1.0
4,Medial,37,586,06-Jan-25,18-Mar-25,25-Feb-25,From Dairy To Digital,Sahiba Bali/Aashish Solanki,Technology/Software,Indian startup news and tech,https://medial.app/,2023.0,4,4.0,0.0,Young,Bangalore,Karnataka,,,,,,,,funded,50.0,1.0,5000.0,1,1,50.0,2.5,,,2000.0,1,yes,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,,1.0,1.0,,1.0,,1.0
4,EatBetterCo,38,590,06-Jan-25,18-Mar-25,26-Feb-25,"Smart Learning, Healthy Eating And Wellness",Sahiba Bali,Food and Beverage,Healthy delicious snacks,https://eatbetterco.com/,2020.0,3,1.0,2.0,Middle,Jaipur,Rajasthan,1447.0,,,,yes,,,funded,50.0,0.5,10000.0,1,1,50.0,0.5,,,10000.0,1,,50.0,0.5,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,,1.0,,1.0,,1.0
4,Earthful,38,591,06-Jan-25,18-Mar-25,26-Feb-25,"Smart Learning, Healthy Eating And Wellness",Sahiba Bali,Medical/Health,Health-boosting supplements,https://earthful.me/,2020.0,2,0.0,2.0,Middle,Hyderabad,Telangana,705.0,,,,yes,24.0,,funded,75.0,1.0,7500.0,1,1,75.0,2.5,,,3000.0,1,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,,1.0,,1.0,,1.0
4,MomsHome,40,596,06-Jan-25,18-Mar-25,28-Feb-25,"Big Ideas, Bold Pitches",Sahiba Bali/Aashish Solanki,Children/Education,Sustainable baby essentials,https://www.momshome.in/,2018.0,2,2.0,0.0,Middle,Jaipur,Rajasthan,1250.0,180.0,,,yes,,,funded,75.0,1.0,7500.0,1,1,75.0,2.0,,,3750.0,1,,,,,75.0,2.0,,,,,,,,,,,,,,,,,,"Kunal Bahl,Azhar Iqubal",,1.0,,1.0,,1.0,,2.0
4,Beautywise,41,598,06-Jan-25,18-Mar-25,03-Mar-25,The Fight For Funding,Sahiba Bali/Aashish Solanki,Beauty/Fashion,Science-backed supplements for skin and hair,https://beautywise.in/,2022.0,2,1.0,1.0,Middle,Delhi,Delhi,670.0,,,,,,,funded,100.0,1.5,6666.666667,1,1,300.0,6.0,,,5000.0,1,,,,,,,,,,,300.0,6.0,,,,,,,,,,,,Kunal Bahl,1.0,1.0,,1.0,,1.0,,1.0
4,Fitelo,43,605,06-Jan-25,18-Mar-25,05-Mar-25,From Smart Fashion To Smart Eating,Sahiba Bali/Aashish Solanki,Fitness/Sports/Outdoors,Holistic health and weight management,https://fitelo.co/,2019.0,2,2.0,0.0,Middle,Mohali,Punjab,9100.0,750.0,70.0,,,,,funded,150.0,0.5,30000.0,1,1,150.0,1.0,,,15000.0,2,,75.0,0.5,,75.0,0.5,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,1.0,,,1.0,,1.0
4,GoodMonk,44,607,06-Jan-25,18-Mar-25,06-Mar-25,"Spices, Supplements And Startups",Sahiba Bali/Aashish Solanki,Fitness/Sports/Outdoors,"Multivitamins, probiotics, and fiber mix Lysine, Ashwagandha & Brahmi",https://www.goodmonk.in/,2023.0,2,1.0,1.0,Middle,Bangalore,Karnataka,200.0,35.0,75.0,,yes,,,funded,100.0,1.67,5988.023952,1,1,50.0,1.0,50.0,10.0,5000.0,1,,,,,50.0,1.0,50.0,,,,,,,,,,,,,,,,,"Kunal Bahl,Azhar Iqubal",,1.0,,1.0,,1.0,,2.0
4,Taffykids,45,610,06-Jan-25,18-Mar-25,07-Mar-25,"Clothes, Safety And Supplements",Aashish Solanki,Children/Education,Playful kidswear for every occasion,https://thetaffy.in/,2021.0,3,1.0,2.0,Middle,Mumbai,Maharashtra,1200.0,150.0,75.0,,,,,,75.0,1.0,7500.0,1,1,75.0,1.5,,,5000.0,2,,,,,37.5,0.75,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,,1.0,,1.0,,1.0
4,TheBearHouse,49,624,06-Jan-25,18-Mar-25,13-Mar-25,"Food, Fashion And Furry Science",Sahiba Bali/Aashish Solanki,Beauty/Fashion,Stylish and affordable menswear,https://thebearhouse.com/,2018.0,2,1.0,1.0,Middle,Bangalore,Karnataka,9650.0,,,,,,,,300.0,1.0,30000.0,1,1,100.0,1.0,200.0,10.0,10000.0,1,,100.0,1.0,200.0,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Viraj Bahl",1.0,,1.0,1.0,,,,2.0
4,BhavisyaPlast,51,629,06-Jan-25,18-Mar-25,17-Mar-25,Ecopreneurs In The Tank,Sahiba Bali/Aashish Solanki,Green/CleanTech,Affordable RBG's bioplastics,,,1,0.0,1.0,Young,Kolkata,West Bengal,,,,,,,yes,,50.0,1.5,3333.333333,1,1,200.0,10.0,,,2000.0,4,,50.0,2.5,,,,,50.0,2.5,,50.0,2.5,,,,,,,,50.0,2.5,,Chirag Nakrani,Chirag Nakrani,1.0,,1.0,1.0,,1.0,,1.0
4,Ecoil,51,630,06-Jan-25,18-Mar-25,17-Mar-25,Ecopreneurs In The Tank,Sahiba Bali/Aashish Solanki,Green/CleanTech,Food oil recycling,https://ecoil.in/,2018.0,2,1.0,1.0,Middle,Jaipur,Rajasthan,1700.0,,40.0,15.0,,,,funded,100.0,1.25,8000.0,1,1,50.0,1.0,50.0,9.0,5000.0,2,,,,,,,,,,,,,,,,,,,,25.0,0.5,25.0,Chirag Nakrani,Chirag Nakrani,1.0,,1.0,1.0,,1.0,,1.0
4,Symbionic,52,633,06-Jan-25,18-Mar-25,18-Mar-25,Empowering Abilities,Aashish Solanki,Medical/Health,Advanced prosthetic arms easy-to-use prosthetics,https://www.symbionic.co/,2019.0,2,2.0,0.0,Middle,Chennai,Tamil Nadu,0.0,,,,,,,funded,80.0,2.0,4000.0,1,1,40.0,1.0,40.0,10.0,4000.0,1,,40.0,1.0,40.0,,,,,,,,,,,,,,,,,,,,"Srikanth Bolla,Chirag Nakrani",1.0,,1.0,1.0,,,,2.0
